defect_id,asset_id,section_id,defect_type,asset_type,initial_severity_grade,severity_grade,detected_date,resolved_date,status,escalated_to_critical_within_30d,escalation_date,future_event_desc,duration_hours,is_monsoon_detected
DEF_00236,OHE_SEC_09_1,SEC_09,Cantilever_Assembly_Wear,OHE,1,1,2024-06-03 00:00:00,2024-06-04 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-07-03),3.15,1
DEF_00237,TRA_SEC_06_3,SEC_06,Track_Geometry_Rail_Wear,Track,1,1,2024-06-04 00:00:00,2024-06-06 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-07-04),3.02,1
DEF_00238,SIG_SEC_06_4,SEC_06,Signal_Interlocking_Failure,Signal,1,1,2024-06-04 00:00:00,2024-06-06 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-07-04),2.85,1
DEF_00239,TRA_SEC_17_1,SEC_17,Rail_Weld_Flaw,Track,1,1,2024-06-05 00:00:00,2024-06-06 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-07-05),2.56,1
DEF_00240,SIG_SEC_10_2,SEC_10,Point_Machine_Wear,Signal,2,4,2024-06-06 00:00:00,2024-06-07 00:00:00,RESOLVED,1,2024-06-22 00:00:00,Escalated to Grade 4 on 2024-06-22 (+16 days),8.43,1
DEF_00241,SIG_SEC_13_3,SEC_13,Signal_Interlocking_Failure,Signal,1,1,2024-06-06 00:00:00,2024-06-08 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-07-06),3.61,1
DEF_00242,TRA_SEC_03_1,SEC_03,Rail_Weld_Flaw,Track,2,2,2024-06-07 00:00:00,2024-06-10 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-07-07),2.55,1
DEF_00243,TRA_SEC_16_1,SEC_16,Rail_Weld_Flaw,Track,2,2,2024-06-08 00:00:00,2024-06-12 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-07-08),11.97,1
DEF_00244,SIG_SEC_17_1,SEC_17,Signal_Interlocking_Failure,Signal,2,2,2024-06-08 00:00:00,2024-06-12 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-07-08),3.8,1
DEF_00245,SIG_SEC_10_4,SEC_10,Signal_Interlocking_Failure,Signal,4,4,2024-06-08 00:00:00,2024-06-10 00:00:00,RESOLVED,0,,Pre-existing Grade 4 critical defect at observation date,5.65,1
DEF_00246,OHE_SEC_14_1,SEC_14,Contact_Wire_Thinning,OHE,1,4,2024-06-08 00:00:00,2024-06-13 00:00:00,RESOLVED,1,2024-06-23 00:00:00,Escalated to Grade 4 on 2024-06-23 (+15 days),5.55,1
DEF_00247,TRA_SEC_17_1,SEC_17,Track_Geometry_Rail_Wear,Track,1,1,2024-06-09 00:00:00,2024-06-15 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-07-09),3.39,1
DEF_00248,OHE_SEC_11_1,SEC_11,Cantilever_Assembly_Wear,OHE,2,2,2024-06-09 00:00:00,2024-06-12 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-07-09),2.71,1
DEF_00249,TRA_SEC_17_2,SEC_17,Track_Geometry_Rail_Wear,Track,2,2,2024-06-09 00:00:00,2024-06-12 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-07-09),13.35,1
DEF_00250,SIG_SEC_12_1,SEC_12,Signal_Interlocking_Failure,Signal,1,1,2024-06-11 00:00:00,2024-06-19 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-07-11),8.65,1
DEF_00251,SIG_SEC_01_2,SEC_01,Track_Circuit_Glitch,Signal,1,1,2024-06-11 00:00:00,2024-06-13 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-07-11),4.62,1
DEF_00252,SIG_SEC_09_1,SEC_09,Track_Circuit_Glitch,Signal,1,1,2024-06-12 00:00:00,2024-06-17 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-07-12),4.05,1
DEF_00253,OHE_SEC_04_2,SEC_04,Contact_Wire_Thinning,OHE,2,4,2024-06-13 00:00:00,2024-06-14 00:00:00,RESOLVED,1,2024-07-03 00:00:00,Escalated to Grade 4 on 2024-07-03 (+20 days),8.42,1
DEF_00254,SIG_SEC_11_4,SEC_11,Point_Machine_Wear,Signal,2,2,2024-06-13 00:00:00,2024-06-22 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-07-13),11.71,1
DEF_00255,TRA_SEC_13_1,SEC_13,Track_Geometry_Rail_Wear,Track,2,4,2024-06-13 00:00:00,2024-06-14 00:00:00,RESOLVED,1,2024-06-14 00:00:00,Escalated to Grade 4 on 2024-06-14 (+1 days),12.27,1
DEF_00256,TRA_SEC_11_1,SEC_11,Rail_Weld_Flaw,Track,1,4,2024-06-14 00:00:00,2024-06-17 00:00:00,RESOLVED,1,2024-07-07 00:00:00,Escalated to Grade 4 on 2024-07-07 (+23 days),6.16,1
DEF_00257,TRA_SEC_16_2,SEC_16,Rail_Weld_Flaw,Track,2,4,2024-06-14 00:00:00,2024-06-15 00:00:00,RESOLVED,1,2024-07-03 00:00:00,Escalated to Grade 4 on 2024-07-03 (+19 days),11.21,1
DEF_00258,SIG_SEC_02_4,SEC_02,Signal_Interlocking_Failure,Signal,1,1,2024-06-15 00:00:00,2024-06-21 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-07-15),3.95,1
DEF_00259,SIG_SEC_11_4,SEC_11,Track_Circuit_Glitch,Signal,2,2,2024-06-15 00:00:00,2024-06-17 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-07-15),11.34,1
DEF_00260,SIG_SEC_04_2,SEC_04,Signal_Interlocking_Failure,Signal,1,1,2024-06-15 00:00:00,2024-06-21 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-07-15),4.09,1
DEF_00261,TRA_SEC_04_1,SEC_04,Sleeper_Fastening_Defect,Track,1,1,2024-06-15 00:00:00,2024-06-21 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-07-15),6.67,1
DEF_00262,OHE_SEC_06_2,SEC_06,Contact_Wire_Thinning,OHE,1,1,2024-06-16 00:00:00,2024-06-19 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-07-16),4.14,1
DEF_00263,TRA_SEC_10_3,SEC_10,Rail_Weld_Flaw,Track,2,2,2024-06-16 00:00:00,2024-06-17 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-07-16),4.01,1
DEF_00264,TRA_SEC_14_2,SEC_14,Sleeper_Fastening_Defect,Track,1,4,2024-06-16 00:00:00,2024-06-20 00:00:00,RESOLVED,1,2024-07-02 00:00:00,Escalated to Grade 4 on 2024-07-02 (+16 days),8.35,1
DEF_00265,OHE_SEC_10_2,SEC_10,Contact_Wire_Thinning,OHE,2,2,2024-06-18 00:00:00,2024-06-19 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-07-18),9.73,1
DEF_00266,SIG_SEC_04_3,SEC_04,Point_Machine_Wear,Signal,1,1,2024-06-18 00:00:00,2024-06-19 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-07-18),1.92,1
DEF_00267,TRA_SEC_14_2,SEC_14,Rail_Weld_Flaw,Track,2,2,2024-06-18 00:00:00,2024-06-20 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-07-18),15.18,1
DEF_00268,SIG_SEC_09_2,SEC_09,Signal_Interlocking_Failure,Signal,1,1,2024-06-19 00:00:00,2024-06-23 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-07-19),4.2,1
DEF_00269,TRA_SEC_17_1,SEC_17,Rail_Weld_Flaw,Track,3,4,2024-06-19 00:00:00,2024-06-27 00:00:00,RESOLVED,1,2024-07-18 00:00:00,Escalated to Grade 4 on 2024-07-18 (+29 days),10.21,1
DEF_00270,SIG_SEC_16_1,SEC_16,Track_Circuit_Glitch,Signal,1,1,2024-06-19 00:00:00,2024-06-24 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-07-19),1.39,1
DEF_00271,SIG_SEC_15_1,SEC_15,Point_Machine_Wear,Signal,2,2,2024-06-20 00:00:00,2024-06-25 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-07-20),9.5,1
DEF_00272,TRA_SEC_13_3,SEC_13,Track_Geometry_Rail_Wear,Track,1,1,2024-06-21 00:00:00,2024-06-26 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-07-21),3.58,1
DEF_00273,TRA_SEC_17_3,SEC_17,Rail_Weld_Flaw,Track,3,3,2024-06-23 00:00:00,2024-06-28 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-07-23),3.9,1
DEF_00274,SIG_SEC_04_4,SEC_04,Track_Circuit_Glitch,Signal,1,1,2024-06-23 00:00:00,2024-06-28 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-07-23),10.02,1
DEF_00275,TRA_SEC_13_2,SEC_13,Sleeper_Fastening_Defect,Track,1,1,2024-06-24 00:00:00,2024-06-25 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-07-24),3.45,1
DEF_00276,OHE_SEC_01_1,SEC_01,OHE_Stagger_Deviation,OHE,2,2,2024-06-25 00:00:00,2024-07-01 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-07-25),5.63,1
DEF_00277,TRA_SEC_12_3,SEC_12,Sleeper_Fastening_Defect,Track,2,4,2024-06-25 00:00:00,2024-06-28 00:00:00,RESOLVED,1,2024-07-24 00:00:00,Escalated to Grade 4 on 2024-07-24 (+29 days),8.27,1
DEF_00278,SIG_SEC_17_3,SEC_17,Track_Circuit_Glitch,Signal,1,1,2024-06-26 00:00:00,2024-06-29 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-07-26),16.21,1
DEF_00279,TRA_SEC_13_3,SEC_13,Track_Geometry_Rail_Wear,Track,1,1,2024-06-26 00:00:00,2024-07-04 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-07-26),9.22,1
DEF_00280,OHE_SEC_03_1,SEC_03,Cantilever_Assembly_Wear,OHE,1,1,2024-06-28 00:00:00,2024-07-02 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-07-28),1.94,1
DEF_00281,TRA_SEC_08_1,SEC_08,Track_Geometry_Rail_Wear,Track,1,1,2024-06-28 00:00:00,2024-07-01 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-07-28),6.96,1
DEF_00282,SIG_SEC_16_4,SEC_16,Signal_Interlocking_Failure,Signal,1,1,2024-06-28 00:00:00,2024-07-09 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-07-28),5.58,1
DEF_00283,SIG_SEC_17_3,SEC_17,Track_Circuit_Glitch,Signal,1,1,2024-06-28 00:00:00,2024-07-01 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-07-28),5.67,1
DEF_00284,SIG_SEC_14_1,SEC_14,Point_Machine_Wear,Signal,2,2,2024-06-28 00:00:00,2024-06-30 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-07-28),9.56,1
DEF_00285,TRA_SEC_05_3,SEC_05,Rail_Weld_Flaw,Track,1,1,2024-06-30 00:00:00,2024-07-02 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-07-30),6.78,1
DEF_00286,SIG_SEC_07_3,SEC_07,Point_Machine_Wear,Signal,1,1,2024-06-30 00:00:00,2024-07-14 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-07-30),10.53,1
DEF_00287,SIG_SEC_03_3,SEC_03,Track_Circuit_Glitch,Signal,3,3,2024-06-30 00:00:00,2024-07-02 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-07-30),12.82,1
DEF_00288,OHE_SEC_14_1,SEC_14,Contact_Wire_Thinning,OHE,2,2,2024-06-30 00:00:00,2024-07-10 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-07-30),7.35,1
DEF_00289,TRA_SEC_11_2,SEC_11,Track_Geometry_Rail_Wear,Track,1,1,2024-06-30 00:00:00,2024-07-01 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-07-30),6.53,1
DEF_00290,TRA_SEC_03_1,SEC_03,Track_Geometry_Rail_Wear,Track,2,2,2024-07-01 00:00:00,2024-07-09 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-07-31),9.98,1
DEF_00291,TRA_SEC_09_3,SEC_09,Sleeper_Fastening_Defect,Track,1,1,2024-07-01 00:00:00,2024-07-05 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-07-31),3.58,1
DEF_00292,TRA_SEC_07_2,SEC_07,Sleeper_Fastening_Defect,Track,1,1,2024-07-02 00:00:00,2024-07-05 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-08-01),5.88,1
DEF_00293,SIG_SEC_04_4,SEC_04,Track_Circuit_Glitch,Signal,1,1,2024-07-02 00:00:00,2024-07-04 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-08-01),4.09,1
DEF_00294,TRA_SEC_13_1,SEC_13,Sleeper_Fastening_Defect,Track,3,3,2024-07-03 00:00:00,2024-07-05 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-08-02),10.68,1
DEF_00295,TRA_SEC_03_2,SEC_03,Sleeper_Fastening_Defect,Track,1,1,2024-07-03 00:00:00,2024-07-06 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-08-02),10.62,1
DEF_00296,TRA_SEC_02_3,SEC_02,Rail_Weld_Flaw,Track,2,2,2024-07-04 00:00:00,2024-07-05 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-08-03),4.63,1
DEF_00297,TRA_SEC_16_3,SEC_16,Track_Geometry_Rail_Wear,Track,2,2,2024-07-06 00:00:00,2024-07-10 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-08-05),10.65,1
DEF_00298,OHE_SEC_12_2,SEC_12,OHE_Stagger_Deviation,OHE,1,1,2024-07-06 00:00:00,2024-07-07 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-08-05),4.17,1
DEF_00299,SIG_SEC_17_2,SEC_17,Signal_Interlocking_Failure,Signal,1,1,2024-07-07 00:00:00,2024-07-12 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-08-06),3.41,1
DEF_00300,SIG_SEC_10_4,SEC_10,Signal_Interlocking_Failure,Signal,3,3,2024-07-07 00:00:00,2024-07-12 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-08-06),4.78,1
DEF_00301,TRA_SEC_05_1,SEC_05,Rail_Weld_Flaw,Track,1,1,2024-07-07 00:00:00,2024-07-08 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-08-06),12.53,1
DEF_00302,TRA_SEC_07_2,SEC_07,Rail_Weld_Flaw,Track,2,4,2024-07-07 00:00:00,2024-07-08 00:00:00,RESOLVED,1,2024-08-05 00:00:00,Escalated to Grade 4 on 2024-08-05 (+29 days),9.58,1
DEF_00303,OHE_SEC_05_2,SEC_05,Contact_Wire_Thinning,OHE,1,4,2024-07-07 00:00:00,2024-07-11 00:00:00,RESOLVED,1,2024-08-01 00:00:00,Escalated to Grade 4 on 2024-08-01 (+25 days),6.67,1
DEF_00304,OHE_SEC_16_1,SEC_16,OHE_Stagger_Deviation,OHE,1,1,2024-07-07 00:00:00,2024-07-10 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-08-06),2.26,1
DEF_00305,TRA_SEC_16_1,SEC_16,Sleeper_Fastening_Defect,Track,1,1,2024-07-08 00:00:00,2024-07-15 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-08-07),5.39,1
DEF_00306,TRA_SEC_16_2,SEC_16,Rail_Weld_Flaw,Track,2,2,2024-07-09 00:00:00,2024-07-11 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-08-08),19.94,1
DEF_00307,TRA_SEC_11_1,SEC_11,Sleeper_Fastening_Defect,Track,3,3,2024-07-09 00:00:00,2024-07-16 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-08-08),7.85,1
DEF_00308,OHE_SEC_06_1,SEC_06,OHE_Stagger_Deviation,OHE,3,3,2024-07-09 00:00:00,2024-07-10 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-08-08),6.44,1
DEF_00309,OHE_SEC_08_1,SEC_08,Cantilever_Assembly_Wear,OHE,1,1,2024-07-10 00:00:00,2024-07-13 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-08-09),2.06,1
DEF_00310,TRA_SEC_11_2,SEC_11,Track_Geometry_Rail_Wear,Track,2,4,2024-07-11 00:00:00,2024-07-15 00:00:00,RESOLVED,1,2024-07-31 00:00:00,Escalated to Grade 4 on 2024-07-31 (+20 days),8.9,1
DEF_00311,SIG_SEC_11_3,SEC_11,Signal_Interlocking_Failure,Signal,1,1,2024-07-11 00:00:00,2024-07-21 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-08-10),1.44,1
DEF_00312,SIG_SEC_05_4,SEC_05,Signal_Interlocking_Failure,Signal,2,4,2024-07-11 00:00:00,2024-07-13 00:00:00,RESOLVED,1,2024-08-04 00:00:00,Escalated to Grade 4 on 2024-08-04 (+24 days),8.04,1
DEF_00313,SIG_SEC_15_3,SEC_15,Signal_Interlocking_Failure,Signal,2,2,2024-07-11 00:00:00,2024-07-13 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-08-10),6.79,1
DEF_00314,TRA_SEC_03_1,SEC_03,Sleeper_Fastening_Defect,Track,2,2,2024-07-12 00:00:00,2024-07-14 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-08-11),5.6,1
DEF_00315,TRA_SEC_06_3,SEC_06,Sleeper_Fastening_Defect,Track,1,1,2024-07-12 00:00:00,2024-07-13 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-08-11),8.02,1
DEF_00316,TRA_SEC_02_2,SEC_02,Track_Geometry_Rail_Wear,Track,2,2,2024-07-12 00:00:00,2024-07-25 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-08-11),4.92,1
DEF_00317,TRA_SEC_07_2,SEC_07,Rail_Weld_Flaw,Track,2,2,2024-07-13 00:00:00,2024-07-15 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-08-12),4.67,1
DEF_00318,SIG_SEC_16_3,SEC_16,Track_Circuit_Glitch,Signal,1,1,2024-07-13 00:00:00,2024-07-15 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-08-12),2.39,1
DEF_00319,TRA_SEC_16_2,SEC_16,Sleeper_Fastening_Defect,Track,1,1,2024-07-13 00:00:00,2024-07-16 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-08-12),1.86,1
DEF_00320,TRA_SEC_15_1,SEC_15,Rail_Weld_Flaw,Track,3,3,2024-07-15 00:00:00,2024-07-20 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-08-14),8.24,1
DEF_00321,TRA_SEC_04_2,SEC_04,Track_Geometry_Rail_Wear,Track,1,4,2024-07-15 00:00:00,2024-07-16 00:00:00,RESOLVED,1,2024-07-20 00:00:00,Escalated to Grade 4 on 2024-07-20 (+5 days),15.92,1
DEF_00322,OHE_SEC_05_2,SEC_05,Cantilever_Assembly_Wear,OHE,1,1,2024-07-15 00:00:00,2024-07-19 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-08-14),6.27,1
DEF_00323,TRA_SEC_08_1,SEC_08,Rail_Weld_Flaw,Track,1,1,2024-07-16 00:00:00,2024-07-17 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-08-15),4.91,1
DEF_00324,TRA_SEC_06_1,SEC_06,Track_Geometry_Rail_Wear,Track,2,4,2024-07-17 00:00:00,2024-07-25 00:00:00,RESOLVED,1,2024-07-29 00:00:00,Escalated to Grade 4 on 2024-07-29 (+12 days),21.75,1
DEF_00325,SIG_SEC_04_4,SEC_04,Track_Circuit_Glitch,Signal,2,2,2024-07-17 00:00:00,2024-07-21 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-08-16),8.47,1
DEF_00326,SIG_SEC_03_4,SEC_03,Signal_Interlocking_Failure,Signal,1,1,2024-07-18 00:00:00,2024-07-19 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-08-17),8.13,1
DEF_00327,TRA_SEC_06_1,SEC_06,Track_Geometry_Rail_Wear,Track,2,2,2024-07-18 00:00:00,2024-07-19 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-08-17),11.38,1
DEF_00328,TRA_SEC_17_1,SEC_17,Sleeper_Fastening_Defect,Track,2,2,2024-07-22 00:00:00,2024-07-24 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-08-21),7.84,1
DEF_00329,TRA_SEC_11_1,SEC_11,Rail_Weld_Flaw,Track,1,1,2024-07-22 00:00:00,2024-07-26 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-08-21),7.77,1
DEF_00330,OHE_SEC_15_1,SEC_15,OHE_Stagger_Deviation,OHE,1,1,2024-07-22 00:00:00,2024-07-23 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-08-21),7.91,1
DEF_00331,SIG_SEC_11_4,SEC_11,Signal_Interlocking_Failure,Signal,1,1,2024-07-23 00:00:00,2024-07-26 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-08-22),6.22,1
DEF_00332,TRA_SEC_10_3,SEC_10,Track_Geometry_Rail_Wear,Track,2,2,2024-07-24 00:00:00,2024-07-27 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-08-23),9.45,1
DEF_00333,SIG_SEC_09_2,SEC_09,Point_Machine_Wear,Signal,1,1,2024-07-24 00:00:00,2024-07-25 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-08-23),2.6,1
DEF_00334,TRA_SEC_04_1,SEC_04,Track_Geometry_Rail_Wear,Track,2,2,2024-07-24 00:00:00,2024-07-28 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-08-23),3.26,1
DEF_00335,TRA_SEC_12_2,SEC_12,Track_Geometry_Rail_Wear,Track,1,1,2024-07-25 00:00:00,2024-07-26 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-08-24),8.27,1
DEF_00336,SIG_SEC_09_3,SEC_09,Signal_Interlocking_Failure,Signal,1,1,2024-07-26 00:00:00,2024-07-27 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-08-25),7.61,1
DEF_00337,SIG_SEC_07_2,SEC_07,Signal_Interlocking_Failure,Signal,2,2,2024-07-26 00:00:00,2024-08-04 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-08-25),3.87,1
DEF_00338,OHE_SEC_14_1,SEC_14,OHE_Stagger_Deviation,OHE,1,1,2024-07-26 00:00:00,2024-07-27 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-08-25),2.0,1
DEF_00339,TRA_SEC_10_2,SEC_10,Rail_Weld_Flaw,Track,1,1,2024-07-28 00:00:00,2024-08-01 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-08-27),4.36,1
DEF_00340,SIG_SEC_16_4,SEC_16,Point_Machine_Wear,Signal,1,1,2024-07-28 00:00:00,2024-07-29 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-08-27),7.92,1
DEF_00341,SIG_SEC_01_3,SEC_01,Point_Machine_Wear,Signal,2,2,2024-07-28 00:00:00,2024-08-01 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-08-27),3.48,1
DEF_00342,TRA_SEC_15_3,SEC_15,Track_Geometry_Rail_Wear,Track,2,2,2024-07-29 00:00:00,2024-08-02 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-08-28),5.34,1
DEF_00343,SIG_SEC_03_4,SEC_03,Signal_Interlocking_Failure,Signal,1,1,2024-07-29 00:00:00,2024-07-31 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-08-28),5.21,1
DEF_00344,OHE_SEC_02_2,SEC_02,Contact_Wire_Thinning,OHE,1,1,2024-07-29 00:00:00,2024-08-01 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-08-28),4.7,1
DEF_00345,TRA_SEC_01_2,SEC_01,Rail_Weld_Flaw,Track,2,2,2024-07-29 00:00:00,2024-07-31 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-08-28),5.34,1
DEF_00346,TRA_SEC_14_1,SEC_14,Track_Geometry_Rail_Wear,Track,1,1,2024-07-30 00:00:00,2024-07-31 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-08-29),8.97,1
DEF_00347,SIG_SEC_14_2,SEC_14,Track_Circuit_Glitch,Signal,1,1,2024-07-30 00:00:00,2024-08-05 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-08-29),13.15,1
DEF_00348,OHE_SEC_08_2,SEC_08,OHE_Stagger_Deviation,OHE,1,1,2024-07-30 00:00:00,2024-08-05 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-08-29),3.53,1
DEF_00349,TRA_SEC_07_3,SEC_07,Track_Geometry_Rail_Wear,Track,2,2,2024-07-30 00:00:00,2024-08-04 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-08-29),3.21,1
DEF_00350,SIG_SEC_06_3,SEC_06,Signal_Interlocking_Failure,Signal,1,1,2024-07-31 00:00:00,2024-08-05 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-08-30),5.86,1
DEF_00351,SIG_SEC_14_2,SEC_14,Track_Circuit_Glitch,Signal,1,1,2024-08-02 00:00:00,2024-08-08 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-09-01),6.11,1
DEF_00352,SIG_SEC_02_3,SEC_02,Signal_Interlocking_Failure,Signal,1,1,2024-08-02 00:00:00,2024-08-03 00:00:00,RESOLVED,0,,No escalation to Grade 4 within 30 days (monitored through 2024-09-01),3.22,1
